EntrezGeneID,Length,SYMBOL,GENENAME,luminal.pregnant,luminal.lactation,FDR,AveExpr,P value,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA CPM,MCL1-LB CPM,MCL1-LC CPM,MCL1-LD CPM,MCL1-LE CPM,MCL1-LF CPM,MCL1-DG CPM,MCL1-DH CPM,MCL1-DI CPM,MCL1-DJ CPM,MCL1-DK CPM,MCL1-DL CPM
73301,2450,Ttc29,tetratricopeptide repeat domain 29,0,2.63659376749742,0.000303055501754515,-5.15800781072502,0.00000945550114013867,0,0,0,0,2,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.081,0.041,0.000,0.000,0.000,0.000,0.000,0.000
71180,524,NA,NA,0,2.63659376749742,0.000303055501754515,-5.15800781072502,0.00000945550114013867,0,0,0,0,2,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.081,0.041,0.000,0.000,0.000,0.000,0.000,0.000
16891,3787,Lipg,"lipase, endothelial",0,3.31425542633917,0.000304482082259537,5.56229497012989,0.00000957251618454505,199,165,244,188,1504,1182,4142,4261,2393,2664,3153,2025,9.759,7.601,10.970,8.550,60.832,47.937,178.322,195.657,99.291,117.536,146.451,101.172
67542,2920,Cog6,component of oligomeric golgi complex 6,0,1.43656066716415,0.000304482082259537,4.73838830044089,0.00000957156229188882,524,655,803,575,1078,1224,413,402,477,513,500,479,25.696,30.173,36.104,26.150,43.602,49.640,17.781,18.459,19.792,22.634,23.224,23.932
66805,1971,Tspan1,tetraspanin 1,0,3.21378581679858,0.000304482082259537,1.2859221062179,0.00000957178991234269,1088,1524,51,52,320,280,30,17,10,13,3,6,53.354,70.204,2.293,2.365,12.943,11.356,1.292,0.781,0.415,0.574,0.139,0.300
27999,2739,Fam3c,FAM3 metabolism regulating signaling molecule C,0,-1.4548664782105,0.000304482082259537,6.60220367971414,0.00000957843115390207,2405,1914,8131,8150,1826,1871,1929,1690,2437,1849,877,825,117.938,88.170,365.576,370.653,73.856,75.880,83.048,77.602,101.117,81.578,40.735,41.218
319742,3836,Mpzl3,myelin protein zero-like 3,0,-1.04920329451238,0.000304482082259537,3.61762412834493,0.00000955129962884129,885,1008,839,845,272,235,176,152,139,108,99,111,43.399,46.434,37.722,38.430,11.002,9.531,7.577,6.980,5.767,4.765,4.598,5.546
102866,3421,Pls3,plastin 3 (T-isoform),0,-1.85828938424052,0.000304482082259537,6.68309260618496,0.00000954724730384419,2358,2497,2030,1594,352,271,4703,5365,5015,4868,4673,4143,115.633,115.026,91.270,72.493,14.237,10.991,202.474,246.351,208.085,214.777,217.053,206.991
68585,6674,Rtn4,reticulon 4,0,-2.52908508606266,0.000304764466475509,8.50870860778266,0.00000959852766117356,9703,12186,11336,11338,1261,1185,8256,11740,17858,16807,13204,9809,475.821,561.356,509.675,515.639,51.003,48.059,355.439,539.079,740.972,741.528,613.303,490.073
17939,1913,Naga,"N-acetyl galactosaminidase, alpha",0,1.31917704222341,0.000305149470341069,5.47537515931218,0.00000962188071975775,1307,1325,1133,1246,1843,1845,910,717,709,621,568,692,64.093,61.037,50.941,56.667,74.543,74.826,39.177,32.923,29.418,27.399,26.383,34.573
68229,3618,Spindoc,spindlin interactor and repressor of chromatin binding,0,-1.27596022904638,0.000305607586839706,5.5037026276637,0.00000964780136177995,990,1274,852,778,209,209,1769,1529,1715,1697,2059,2003,48.548,58.688,38.307,35.383,8.453,8.476,76.159,70.209,71.160,74.872,95.637,100.073
19339,1451,Rab3a,"RAB3A, member RAS oncogene family",0,1.25073732129617,0.000306339778134429,2.82231177775198,0.00000969322672635525,113,146,191,165,242,287,113,103,127,134,177,187,5.541,6.726,8.588,7.504,9.788,11.640,4.865,4.730,5.270,5.912,8.221,9.343
192156,1864,Mvd,mevalonate (diphospho) decarboxylase,0,1.39032419640732,0.00030829009618491,4.02764556136337,0.00000976628179164825,401,396,756,602,1034,1177,259,216,215,127,200,203,19.664,18.242,33.990,27.378,41.822,47.734,11.151,9.918,8.921,5.603,9.290,10.142
215748,3448,Cnksr3,Cnksr family member 3,0,-1.81391218540718,0.000310357077472982,5.95418717088333,0.00000988521544558928,582,722,1954,1696,353,294,2170,2338,2786,3013,2703,3028,28.540,33.259,87.853,77.132,14.278,11.923,93.423,107.357,115.598,132.934,125.550,151.284
15357,4430,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,0,1.6700870104917,0.000310357077472982,6.16906736971332,0.00000991076624199612,1689,1615,792,646,1391,1449,1977,2025,1809,1461,3728,2718,82.826,74.396,35.609,29.379,56.262,58.766,85.114,92.984,75.060,64.460,173.159,135.796
69121,1520,Chrdl2,chordin-like 2,0,1.86005858039699,0.000310357077472982,3.28837553796447,0.0000098898702997947,44,78,4111,3506,7748,9514,7,8,164,74,48,84,2.158,3.593,184.834,159.449,313.382,385.849,0.301,0.367,6.805,3.265,2.230,4.197
432530,12259,Adcy1,adenylate cyclase 1,0,3.21211118354101,0.000312370368006924,0.362312305449578,0.0000100219640495249,31,36,13,9,58,73,34,44,56,53,14,7,1.520,1.658,0.584,0.409,2.346,2.961,1.464,2.020,2.324,2.338,0.650,0.350
100034251,469,Wfdc17,WAP four-disulfide core domain 17,0,5.62570598765346,0.000312370368006924,-0.553766360021834,0.0000100015070129443,7,8,24,116,1525,1665,1,0,1,3,11,7,0.343,0.369,1.079,5.276,61.681,67.526,0.043,0.000,0.041,0.132,0.511,0.350
68178,6754,Cgnl1,cingulin-like 1,0,-1.57958990395194,0.000312370368006924,6.30195098635251,0.0000100175178626995,6586,7073,4504,3403,824,808,1937,1586,1388,958,755,621,322.968,325.822,202.503,154.765,33.328,32.769,83.392,72.826,57.592,42.267,35.068,31.026
14283,1705,Fosl1,fos-like antigen 1,0,-2.80903237733093,0.000313557057654615,5.15709155452171,0.0000100747913149516,1297,1615,793,785,85,57,1599,1829,1581,1283,1409,1244,63.603,74.396,35.654,35.701,3.438,2.312,68.840,83.984,65.600,56.606,65.446,62.152
71007,2671,D7Ertd443e,"DNA segment, Chr 7, ERATO Doi 443, expressed",0,-1.59626055160843,0.000313557057654615,1.46983692977413,0.0000100831107984154,276,267,367,286,67,66,19,22,66,43,8,8,13.535,12.300,16.501,13.007,2.710,2.677,0.818,1.010,2.739,1.897,0.372,0.400
16878,4040,Lif,leukemia inhibitory factor,0,-2.91953107222739,0.000313698032183886,6.68155687339541,0.0000101222699225604,14174,15206,8699,12624,1041,712,1189,1263,4101,3426,299,193,695.073,700.474,391.114,574.125,42.105,28.876,51.189,57.995,170.161,151.156,13.888,9.643
14081,3891,Acsl1,acyl-CoA synthetase long-chain family member 1,0,1.49173525329524,0.000314603912680601,7.11668951391557,0.0000101630757324982,1211,1365,18572,21935,33880,36833,693,619,1670,1144,1158,1002,59.386,62.880,835.012,997.579,1370.338,1493.797,29.835,28.423,69.292,50.473,53.787,50.061
240047,3373,Mmp25,matrix metallopeptidase 25,0,4.68373778946744,0.000315148553560505,-0.287751554321617,0.0000101922652996683,4,1,12,7,141,171,21,17,17,14,43,22,0.196,0.046,0.540,0.318,5.703,6.935,0.904,0.781,0.705,0.618,1.997,1.099
100169,4571,Phactr4,phosphatase and actin regulator 4,0,-1.18388298893365,0.000317419221365508,5.74503077023472,0.000010300737821273,2005,2382,2026,2154,600,545,1240,1090,1293,1006,866,853,98.322,109.728,91.091,97.961,24.268,22.103,53.385,50.051,53.650,44.385,40.224,42.617
20807,4093,Srf,serum response factor,0,-1.20744043383511,0.000320387134773717,7.33505805442435,0.0000104324152571743,3606,4865,3075,2857,830,769,5078,4557,7226,6936,6601,6536,176.833,224.109,138.254,129.933,33.571,31.188,218.619,209.249,299.825,306.017,306.605,326.549
212733,1924,Bicdl2,BICD family like cargo adaptor 2,0,1.63123466744107,0.000326114540795091,3.66350338055292,0.0000106669055802949,344,328,843,767,1375,1751,160,93,84,52,145,157,16.869,15.110,37.902,34.882,55.614,71.013,6.888,4.270,3.485,2.294,6.735,7.844
14786,2397,Grb7,growth factor receptor bound protein 7,0,-1.56182576094128,0.000327626885749395,2.41949673511936,0.0000107662308373,849,957,562,527,120,109,103,78,54,27,16,13,41.634,44.085,25.268,23.967,4.854,4.421,4.434,3.582,2.241,1.191,0.743,0.650
69596,1432,Ap5s1,"adaptor-related protein 5 complex, sigma 1 subunit",0,1.98398981729298,0.000327626885749395,1.54742551018741,0.0000107827049854911,78,75,75,63,178,163,50,45,44,40,31,56,3.825,3.455,3.372,2.865,7.200,6.611,2.153,2.066,1.826,1.765,1.440,2.798
100042304,695,Gm38418,"predicted gene, 38418",0,4.58460473888367,0.000329965852120413,-4.56970657270026,0.0000108778617130833,0,0,0,1,14,11,0,0,0,0,0,0,0.000,0.000,0.000,0.045,0.566,0.446,0.000,0.000,0.000,0.000,0.000,0.000
19012,1536,Plpp1,phospholipid phosphatase 1,0,3.13751749343548,0.000330014821800914,4.04914828864003,0.0000109338281697738,138,152,34,36,190,197,1337,1412,1549,1792,1160,1092,6.767,7.002,1.529,1.637,7.685,7.990,57.561,64.836,64.272,79.063,53.880,54.558
70101,2167,Cyp4f16,"cytochrome P450, family 4, subfamily f, polypeptide 16",0,-1.32977022756222,0.000330014821800914,3.23842364820451,0.0000108969574642151,512,468,259,237,61,61,288,268,234,207,185,200,25.108,21.559,11.645,10.778,2.467,2.474,12.399,12.306,9.709,9.133,8.593,9.992
67466,2858,Pdcl,phosducin-like,0,1.19977621803442,0.000330014821800914,4.89068610102929,0.0000109356451759457,626,671,588,534,733,877,832,635,649,609,618,661,30.698,30.910,26.437,24.286,29.648,35.568,35.819,29.158,26.929,26.869,28.705,33.025
60510,3816,Syt9,synaptotagmin IX,0,1.47215894725012,0.000330014821800914,3.49064043691863,0.0000109358539781746,147,129,509,352,710,760,411,432,234,177,62,74,7.209,5.942,22.885,16.009,28.717,30.823,17.694,19.837,9.709,7.809,2.880,3.697
21825,5802,Thbs1,thrombospondin 1,0,-4.10634686922251,0.000330678044374457,10.4957245348443,0.0000109755973766541,10794,19111,29844,36069,1263,1112,69768,110230,174383,204218,135571,111311,529.322,880.361,1341.810,1640.377,51.084,45.098,3003.663,5061.555,7235.579,9010.133,6297.037,5561.272
12409,1021,Cbr2,carbonyl reductase 2,0,-2.55884799329564,0.00033290122986667,6.26524891945722,0.0000110726189999437,3212,2391,1473,1401,166,138,1662,1611,5607,5110,5215,4600,157.512,110.143,66.227,63.716,6.714,5.597,71.553,73.974,232.648,225.454,242.228,229.823
18242,2155,Oat,ornithine aminotransferase,0,1.03644898601835,0.000333371130035599,6.80162607160443,0.0000111127798599011,1301,1493,841,830,1155,985,5716,4879,6600,5716,6363,5634,63.799,68.776,37.812,37.747,46.716,39.948,246.086,224.035,273.850,252.191,295.550,281.483
93691,1344,Klf7,Kruppel-like factor 7 (ubiquitous),0,-1.7300557715506,0.000335121898154788,3.73510622060673,0.0000111834711220572,383,411,385,364,65,75,340,354,387,430,458,482,18.782,18.933,17.310,16.554,2.629,3.042,14.638,16.255,16.058,18.972,21.273,24.081
11881,3989,Arsb,arylsulfatase B,0,1.13611254795238,0.000335479347439476,5.18369181764851,0.0000112200863469032,782,737,492,363,592,569,1373,1304,1237,1213,947,939,38.348,33.950,22.121,16.509,23.945,23.076,59.111,59.877,51.326,53.518,43.987,46.914
330122,1013,Cxcl3,chemokine (C-X-C motif) ligand 3,0,3.04410674110621,0.000335752773502958,2.61111131657309,0.0000112415844544572,350,362,162,340,1239,1144,43,58,83,67,20,14,17.163,16.676,7.284,15.463,50.114,46.396,1.851,2.663,3.444,2.956,0.929,0.699
74775,2167,Lmbr1l,limb region 1 like,0,-1.98938274841829,0.000340094563220327,4.76299935690067,0.0000114163668914102,662,766,716,802,127,110,1174,915,983,825,803,874,32.464,35.286,32.192,36.474,5.137,4.461,50.543,42.015,40.787,36.399,37.298,43.666
103199,3263,Fig4,FIG4 phosphoinositide 5-phosphatase,0,1.44050243508345,0.00034053640245081,4.31547367029822,0.0000114518662143582,395,332,496,535,832,908,403,302,363,375,389,355,19.370,15.294,22.301,24.331,33.652,36.825,17.350,13.867,15.062,16.545,18.068,17.736
20208,607,Saa1,serum amyloid A 1,0,2.8890076053815,0.000340609319307958,4.28273275068717,0.0000114793824822874,223,297,1957,3212,11606,11467,17,69,191,168,169,125,10.936,13.681,87.988,146.078,469.426,465.055,0.732,3.168,7.925,7.412,7.850,6.245
14219,2403,Ccn2,cellular communication network factor 2,0,-6.9711526245877,0.000342412621730413,7.83434512853521,0.0000115535188961735,1734,2080,8595,12383,42,61,11663,13668,81859,81508,14231,20653,85.033,95.817,386.438,563.165,1.699,2.474,502.117,627.609,3396.531,3596.147,661.005,1031.856
68628,1843,Fbxw9,F-box and WD-40 domain protein 9,0,-1.03468945901797,0.000342412621730413,4.38085215746634,0.0000115653551178674,808,894,585,607,194,168,577,505,551,526,378,388,39.623,41.183,26.302,27.606,7.847,6.813,24.841,23.189,22.862,23.207,17.557,19.385
237400,3258,Mex3d,mex3 RNA binding family member D,0,-1.88874833322724,0.000343512005786285,4.53080265518645,0.000011627765750152,793,971,615,504,99,88,1083,1017,857,636,514,560,38.888,44.730,27.651,22.921,4.004,3.569,46.625,46.699,35.559,28.060,23.874,27.978
52118,2888,Pvr,poliovirus receptor,0,-2.19961656778302,0.000343512005786285,6.45006871901536,0.0000116268189547337,2536,2673,3581,3445,556,407,2445,3020,3156,2508,1931,1462,124.362,123.133,161.005,156.675,22.488,16.506,105.263,138.673,130.950,110.653,89.692,73.044
100043027,207,NA,NA,0,1.04840784367942,0.000345232046687561,4.18259226937411,0.0000118244726474966,467,433,606,586,790,745,342,268,358,318,241,187,22.901,19.946,27.246,26.651,31.953,30.214,14.724,12.306,14.854,14.030,11.194,9.343
100041702,1146,Gm3476,predicted gene 3476,0,5.61391212797694,0.000345232046687561,-3.45102668815557,0.000011829878044875,0,0,0,0,24,9,4,2,2,1,3,2,0.000,0.000,0.000,0.000,0.971,0.365,0.172,0.092,0.083,0.044,0.139,0.100
56520,863,Nme4,NME/NM23 nucleoside diphosphate kinase 4,0,-2.96204203755132,0.000345232046687561,1.74679443044877,0.0000118384144932782,141,147,249,215,25,13,152,111,108,88,18,27,6.914,6.772,11.195,9.778,1.011,0.527,6.544,5.097,4.481,3.883,0.836,1.349
225659,3979,Cep76,centrosomal protein 76,0,1.20322976602606,0.000345232046687561,3.78451982607224,0.0000117915115808136,280,301,263,196,334,320,557,482,357,265,253,242,13.731,13.866,11.825,8.914,13.509,12.978,23.980,22.133,14.813,11.692,11.751,12.091
99035,1509,Olah,oleoyl-ACP hydrolase,0,2.31961265105433,0.000345232046687561,3.09425594607124,0.0000117527246875773,45,140,2090,2764,7967,6985,3,5,103,89,91,70,2.207,6.449,93.968,125.704,322.240,283.283,0.129,0.230,4.274,3.927,4.227,3.497
77996,2312,Cutal,cutA divalent cation tolerance homolog-like,0,2.51743066776007,0.000345232046687561,2.22234712022883,0.000011834546198426,623,521,92,100,304,385,50,41,14,24,72,87,30.551,24.000,4.136,4.548,12.296,15.614,2.153,1.883,0.581,1.059,3.344,4.347
71908,1851,Cldn23,claudin 23,0,-2.1486169039794,0.000345232046687561,1.77064806568392,0.0000117750155854476,369,421,180,144,19,26,85,57,57,49,36,36,18.095,19.394,8.093,6.549,0.768,1.054,3.659,2.617,2.365,2.162,1.672,1.799
102693,5461,Phldb1,"pleckstrin homology like domain, family B, member 1",0,3.65045497389315,0.000345232046687561,6.37538642606643,0.0000117628266611094,514,646,239,413,2015,2943,6935,4441,4109,3595,4282,4422,25.206,29.758,10.746,18.783,81.500,119.356,298.567,203.922,170.493,158.612,198.891,220.930
52570,1419,Ccdc69,coiled-coil domain containing 69,0,3.4912213095855,0.000345638802919877,-0.796418694183384,0.0000118744586231116,12,13,12,6,53,75,15,11,8,6,8,4,0.588,0.599,0.540,0.273,2.144,3.042,0.646,0.505,0.332,0.265,0.372,0.200
230766,944,Fam167b,"family with sequence similarity 167, member B",0,3.88243003406141,0.000345638802919877,-0.743179567196086,0.0000118777968993401,3,3,12,18,124,154,4,12,8,12,9,10,0.147,0.138,0.540,0.819,5.015,6.246,0.172,0.551,0.332,0.529,0.418,0.500
19111,868,Prl6a1,"prolactin family 6, subfamily a, member 1",0,3.50825226785785,0.000346424808305051,-3.68768376125053,0.0000119175538380817,0,0,5,6,46,38,0,0,0,0,1,0,0.000,0.000,0.225,0.273,1.861,1.541,0.000,0.000,0.000,0.000,0.046,0.000
13867,4020,Erbb3,erb-b2 receptor tyrosine kinase 3,0,-1.44317457451627,0.000348711568145576,4.55708250305476,0.0000120213391234692,3637,3810,3153,2871,788,602,257,284,212,140,70,49,178.353,175.510,141.761,130.570,31.872,24.415,11.064,13.041,8.796,6.177,3.251,2.448
59048,1507,C1galt1c1,C1GALT1-specific chaperone 1,0,1.31732661787161,0.000348711568145576,3.70973952471214,0.0000120347124956971,413,387,348,337,503,561,205,196,169,214,232,217,20.253,17.827,15.646,15.326,20.345,22.752,8.826,9.000,7.012,9.442,10.776,10.842
29817,1213,Igfbp7,insulin-like growth factor binding protein 7,0,2.11202275230759,0.000349722499999953,5.6994749215616,0.000012129194882628,541,635,208,254,617,616,5375,5234,1665,2000,3232,2892,26.530,29.252,9.352,11.552,24.956,24.982,231.405,240.335,69.085,88.240,150.121,144.489
214932,1908,Hdhd5,haloacid dehalogenase like hydrolase domain containing 5,0,1.40980203965726,0.000349722499999953,2.9052350895189,0.0000121527082866197,220,226,232,247,373,419,121,85,78,88,111,135,10.788,10.411,10.431,11.233,15.087,16.993,5.209,3.903,3.236,3.883,5.156,6.745
15170,2410,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6",0,1.20557022431234,0.000349722499999953,3.00458316965191,0.0000121472053154872,350,399,104,91,129,152,198,173,173,161,198,221,17.163,18.380,4.676,4.139,5.218,6.165,8.524,7.944,7.178,7.103,9.197,11.042
12336,1430,Capns1,"calpain, small subunit 1",0,-1.0846088404077,0.000349722499999953,8.4476860339538,0.0000121589356172457,9172,10166,5830,5833,1701,1722,12759,13580,16199,16637,11597,10242,449.782,468.303,262.121,265.278,68.800,69.837,549.302,623.568,672.136,734.027,538.660,511.706
69047,3223,Atp2c2,"ATPase, Ca++ transporting, type 2C, member 2",0,2.1755417712307,0.000349722499999953,5.84513160324244,0.0000121596733691437,882,1352,3594,4077,9343,12393,531,573,326,416,476,511,43.252,62.281,161.589,185.417,377.895,502.610,22.861,26.311,13.527,18.354,22.109,25.530
52202,3432,Rbm34,RNA binding motif protein 34,0,-1.09782825724736,0.000349722499999953,4.16793432759421,0.0000120850578389633,720,770,529,489,132,165,574,586,482,448,299,259,35.308,35.471,23.784,22.239,5.339,6.692,24.712,26.908,19.999,19.766,13.888,12.940
23827,2182,Bpnt1,"3'(2'), 5'-bisphosphate nucleotidase 1",0,1.00116015149422,0.000352407587134445,4.86079911274999,0.0000123308295141417,1054,983,905,738,1033,1007,480,446,566,425,412,369,51.687,45.283,40.690,33.563,41.782,40.840,20.665,20.479,23.485,18.751,19.137,18.436
68395,1064,Gm53175,"predicted gene, 53175",0,1.48404314785738,0.000352407587134445,3.83754903182613,0.000012316024934187,372,290,480,363,730,729,250,197,264,269,192,167,18.242,13.359,21.581,16.509,29.526,29.565,10.763,9.046,10.954,11.868,8.918,8.344
66442,1582,Spc25,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)",0,2.39069434258489,0.000352407587134445,2.36560854272629,0.0000123238942337544,125,148,104,82,360,256,107,129,122,107,55,36,6.130,6.818,4.676,3.729,14.561,10.382,4.607,5.923,5.062,4.721,2.555,1.799
67217,1705,L3hypdh,L-3-hydroxyproline dehydratase (trans-),0,-1.80040139735481,0.000355941747215162,3.16316623880072,0.0000124675868629763,208,208,149,170,30,26,437,420,514,489,314,321,10.200,9.582,6.699,7.731,1.213,1.054,18.814,19.286,21.327,21.575,14.585,16.038
93708,4708,Pcdhgc5,"protocadherin gamma subfamily C, 5",0,-2.85830755729155,0.000357558382623529,-1.84755853859928,0.0000125373685065758,7,7,7,4,0,0,24,17,9,9,12,14,0.343,0.322,0.315,0.182,0.000,0.000,1.033,0.781,0.373,0.397,0.557,0.699
54525,6966,Syt7,synaptotagmin VII,0,2.49022847651556,0.000358942966228187,2.27454138618139,0.0000126255372057157,1366,1620,60,98,288,247,122,136,27,30,13,14,66.987,74.626,2.698,4.457,11.649,10.017,5.252,6.245,1.120,1.324,0.604,0.699
74781,3913,Wipi2,"WD repeat domain, phosphoinositide interacting 2",0,-1.30076259485509,0.000358942966228187,7.0019841416223,0.0000126031611685849,3055,3969,4259,4095,1084,1027,4951,4716,4069,2972,2145,2162,149.813,182.835,191.488,186.236,43.844,41.651,213.151,216.550,168.833,131.125,99.632,108.017
353310,3305,Zfp703,zinc finger protein 703,0,-1.93678944142889,0.000358942966228187,7.23555381678268,0.0000126172145196044,2394,3754,6325,5523,935,988,5514,5490,3783,4077,4325,3674,117.398,172.930,284.377,251.180,37.818,40.069,237.390,252.091,156.966,179.878,200.889,183.559
100041562,1771,Gm14762,predicted gene 14762,0,3.57403162137588,0.000359954110793502,-5.00180205089868,0.0000126743472544752,0,0,0,0,2,5,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.081,0.203,0.000,0.000,0.000,0.000,0.000,0.000
103466,5952,Nt5dc3,5'-nucleotidase domain containing 3,0,-1.43288656478492,0.000360949838217346,6.75855572171479,0.0000127226882892019,1859,2041,2497,2241,518,574,4521,4496,6622,4896,3499,2793,91.163,94.020,112.267,101.918,20.951,23.279,194.639,206.448,274.763,216.012,162.522,139.543
